date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_30,yt_pred_stacked_mlp,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1949-06-01,1916.8763157894728,1955.1822897114127,2038.527732904236,2039,1917.1641948706715,2260.1202546806853,2213.790710950877,2220.651094997744,2189.644815341353
1949-07-01,2307.0868421052623,2339.499588121153,2424.007903099452,2351,2579.39463418317,2526.8406847788806,2433.34039241493,2249.044692701502,1931.9628214173363
1949-08-01,3411.8763157894728,3438.395827846536,3523.8732090597964,3394,3363.1923361201734,2868.999684278089,3251.918120124103,3762.607581117477,3909.9215692619655
1949-09-01,2662.0868421052623,2682.7131321167444,2768.9657560484275,3581,2904.2031814268,2759.787611963146,3016.640934569318,2548.4353384914266,1907.1780330123238
1949-10-01,2193.034210526315,2207.7672754732785,2294.6013335390285,2489,2208.0982797043453,2786.572610258561,3097.2310394574847,2640.605934145344,3519.3448277620664
1949-11-01,2013.5078947368413,2022.3477315388857,2109.569415215812,2468,2136.445809233391,2352.3417318852685,2336.367524001348,2469.6987478975752,2323.4895344115284
1949-12-01,1774.9815789473676,1777.9281869613233,1865.3436852893003,2134,1892.327590083694,2301.17843143007,2176.2384981414434,2226.1934964846605,2219.070577977526
1950-01-01,1598.1951754385957,1595.7396557802526,1711.224461997655,1903,1649.6468698753092,1998.127050777558,1995.8158248486693,2046.4588016074367,2002.4748894882382
1950-02-01,1580.5635964912271,1573.1970613476833,1688.5203519306028,1719,1754.573250807508,1954.8161363443087,1989.7650353954864,1992.470344726052,1915.0539780956979
1950-03-01,1717.247807017543,1704.9702542539198,1819.9705216678224,1617,1778.534466328751,1889.716494945145,2031.4423562616848,2074.5844593709207,1810.0252129783798
1950-04-01,1825.3004385964905,1808.1118673572528,1922.6276027882648,1818,1914.4991144482904,1743.5577115070214,1940.6552377093,1683.141804259445,1357.509379626962
1950-05-01,1888.195175438596,1866.0955849837767,1979.9652795024545,2067,2046.8908882223827,1960.636410461235,2077.5738377445814,1980.5450024229017,1986.5326322385736
1950-06-01,2042.668859649122,2015.6582482825595,2128.720393915654,2457,2007.1097804549447,2281.105062300195,2178.55697223854,2195.6997235199237,2023.2119432086447
1950-07-01,2432.879385964912,2400.957750982352,2513.0508407647053,2600,2668.2031134894883,2687.639092248724,2700.5676431352467,2317.670010183856,2729.258623732332
1950-08-01,3537.668859649122,3500.836194997788,3611.798725312768,3530,3450.895820136502,3144.0762964072896,3381.338698258829,3950.114521213785,3612.1437164702256
1950-09-01,2787.879385964912,2746.1357035580486,2855.8061528229982,2693,2990.8337811411066,3320.2813015851143,3732.599047539772,2955.789534250798,3674.0454345615444
1950-10-01,2318.826754385964,2272.172051204635,2380.388912769081,2448,2293.688106104597,2620.785270048574,2701.1937008081413,2185.362043995555,1562.8286294956051
1950-11-01,2139.3004385964905,2087.734711560295,2194.336478835228,2250,2221.0269733075547,2487.415219210812,2469.363887306733,2356.63328220858,2380.871070154204
1950-12-01,1900.7741228070167,1844.297371272785,1949.122535231963,1972,1975.9322028197355,2154.494742512468,2177.622693083817,2083.927275864969,1880.782038651816
1951-01-01,1723.9877192982449,1663.091044381767,1794.0474001974453,1682,1732.307042261195,1868.5228541074648,1950.7759584536248,1834.4339849892567,1698.8347702868946
1951-02-01,1706.3561403508763,1641.5306542392505,1770.4196803214036,1730,1836.3210938312047,1683.700693133692,1781.490203186397,1632.1512663734024,1456.1350227669136
1951-03-01,1843.040350877192,1774.286051435539,1900.978542183516,1814,1859.4020909782264,1749.5618188957487,1831.821727308376,1650.0431531642243,1591.0827566140788
1951-04-01,1951.09298245614,1878.409868828925,2002.776617362732,1900,1994.5186317115104,1816.356838036491,1963.862264144632,1735.5211881898458,1981.6270840454417
1951-05-01,2013.9877192982449,1937.3757907455013,2059.2875900695785,2051,2126.0944090873136,2202.799809025212,2144.152572075086,2059.4323092802038,2114.699481869694
1951-06-01,2168.461403508771,2087.9206583343366,2207.2483024093167,2290,2085.529415909554,2416.2864327225125,2411.998725209679,2243.0639720915124,2399.3102258622666
1951-07-01,2558.6719298245607,2474.202365324182,2590.816649118789,2599,2745.870974521742,2728.7880798664714,2769.0959779411096,2505.690404479523,2396.5596318112193
1951-08-01,3663.461403508771,3575.0630136296704,3688.834735461153,3428,3527.844017734368,2972.0339559666363,3294.647160296792,3447.2218188010147,3485.8732154984755
1951-09-01,2913.6719298245607,2821.344726479984,2932.1446666995694,2262,3067.0944262925505,2956.052464665356,3229.347003890203,3216.806776688809,2553.471171557675
1951-10-01,2444.619298245613,2348.363278416623,2456.06223230772,2242,2369.293309797585,2370.823476343492,2411.6696728695106,2018.5965940809683,1971.832790344134
1951-11-01,2265.0929824561395,2164.9081430623355,2269.376905969815,2103,2296.0088465300537,2274.8993428849058,2225.98641153426,1945.350122515054,2011.906079328326
1951-12-01,2026.566666666666,1922.4530070648784,2023.562371896382,1825,2050.322856559713,1974.637810294616,1997.8971869980007,1810.473888536565,1788.6269865216896
1952-01-01,1849.7802631578936,1742.228884463913,1867.9189483255773,1670,1806.138587506617,1741.5741710635175,1764.9384968070965,1564.4544369281916,1498.6233230197545
1952-02-01,1832.1486842105253,1721.650698611449,1843.755241847132,1681,1909.6256415700389,1749.1544092206773,1792.8236390046293,1574.5203931965766,1681.4692631821204
1952-03-01,1968.832894736841,1855.3883000977903,1973.8104190407207,1713,1932.2117521984376,1795.5877558568957,1891.2066494756843,1586.8698042319584,1728.1090612599678
1952-04-01,2076.8855263157884,1960.4943217812288,2075.1371114852977,1954,2066.8655174010664,1804.1954703380447,1919.1028244791264,1792.4934808245737,1761.3966541436253
1952-05-01,2139.780263157894,2020.4424479878576,2131.209003391386,1876,2198.010630234181,2211.0624336461915,2108.3941124616213,2064.0757810885334,2066.101766494521
1952-06-01,2294.25394736842,2171.969519866745,2278.7629368642483,2272,2157.0470835016995,2260.408714862941,2207.809387753809,2292.972049805392,2075.1671450320846
1952-07-01,2684.4644736842097,2559.2334311466434,2661.9568066407264,2612,2817.0221995471325,2680.34375248564,2733.6900191222726,2496.1662001117747,2542.912595390935
1952-08-01,3789.25394736842,3661.076283742184,3759.63271798398,3590,3598.6609111809694,2829.8383556024023,3180.8044930512915,3402.31706455876,3404.2509184408864
1952-09-01,3039.4644736842097,2908.34020088255,3002.6327761571656,2496,3137.6090991483297,2802.547088833825,3044.3978895033088,2527.949162726716,2386.925616540566
1952-10-01,2570.4118421052626,2436.340957109242,2526.2727706339683,2441,2439.537873050509,2360.353901183736,2393.7043620233767,2391.274556499628,2439.75006286389
1952-11-01,2390.8855263157884,2253.868026045008,2339.342175098599,2340,2366.015411168089,2286.001585333981,2220.6471577788966,2195.558485689038,2266.447247696229
1952-12-01,2152.359210526315,2012.3950943376024,2093.3146737615816,2090,2120.123533570826,2010.2038095966907,2018.2979385608176,2020.759905111632,2026.2695548128067
1953-01-01,1975.5728070175428,1833.1531760266896,1937.4905848610767,1812,1875.7654878787755,1853.712881949536,1864.155415988536,1841.8684165104205,1899.4912266596425
1953-02-01,1957.9412280701745,1813.5571944642784,1913.178514986811,1788,1979.110876291208,1759.8157178497077,1816.670486556125,1852.2640728521565,1785.680339791339
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184644,1837,2001.587432256585,1819.494441363463,1912.3950347339191,1915.464999225719,1782.776016247462
1953-04-01,2202.678070175438,2054.365226214163,2144.3605636349853,1993,2136.163753784159,1820.5449673486512,2005.720384707392,2021.0194374229975,2040.4598131588218
1953-05-01,2265.572807017543,2115.295556710845,2200.380997946901,2021,2267.263533930184,2157.16037330437,2054.827335105387,2065.683179986679,1878.8823790057395
1953-06-01,2420.046491228069,2267.8048328797854,2347.9157757594726,2199,2226.2867654985807,2327.726439978824,2295.8721430325745,2381.239722657476,2379.6677918888254
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809542,2622,2886.2807708328583,2701.7071255798687,2744.808213166378,2609.9441725559764,2502.3814918682046
1953-08-01,3915.0464912280695,3758.8760053353294,3828.844151360269,3787,3667.970482743506,2952.894970067872,3314.049780571979,3529.749554751544,3562.8670645633956
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748108,2914,3207.001781975645,3015.004923588928,3318.8876987075228,2554.2235968120904,2658.2049218104366
1953-10-01,2696.204385964911,2536.1050872824926,2595.672006226851,2487,2509.0457781305686,2646.13817294501,2800.5059736954613,2726.6867451614507,2823.4722302575283
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700601,2314,2435.67064948886,2463.480922182373,2428.4612879268507,2482.940657002096,2346.306580140659
1953-12-01,2278.151754385964,2114.1236330909583,2163.0309193065864,2139,2189.9582161202748,2167.753502797681,2166.385387604842,2056.640816530725,2022.9697407527556
1954-01-01,2101.365350877192,1935.8639190700976,2007.4137882829657,2124,1945.8117256448688,1935.659370558618,1971.421418556529,1891.643382800355,1823.4797567884925
1954-02-01,2083.733771929824,1917.2501417977392,1983.3409782194665,2214,2049.4007802619126,1944.0433062593809,2026.1910545552687,2047.092538308435,2064.485182565391
1954-03-01,2220.41798245614,2052.952151864186,2113.551655695768,2234,2072.153113419868,2029.779366072887,2188.8486152580685,2188.910692110557,2226.4006779970173
1954-04-01,2328.470614035087,2160.022582127729,2215.09845229082,2279,2207.037323127986,2024.794275527249,2266.3896934127674,2397.59239757924,2352.122449476592
1954-05-01,2391.365350877192,2221.935116914464,2271.455052215148,2423,2338.4771024425227,2308.570741146188,2265.411107100131,2251.754149424397,2268.218559024617
1954-06-01,2545.8390350877185,2375.4265973734564,2419.3582975740137,2290,2297.872444167397,2518.407212288241,2447.165039108652,2605.205970226212,2565.8619716450103
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2958.2706706461195,2812.6780251246005,2804.0615208735726,2862.1593079036884,2674.277827797877
1954-08-01,4040.83903508772,3868.462178409106,3901.120514069046,4485,3740.396714689179,3231.7182682843563,3597.9199930266395,3981.396229431487,4032.4244751788383
1954-09-01,3291.049561403508,3117.6905041295768,3144.6636957315286,3085,3279.896457041695,3404.022861758712,3872.9269081491975,3287.061570222675,3578.824075375662
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565392,2852,2582.441007304964,2721.621526838077,2943.684387109552,2942.9117598776284,2619.307587847654
1954-11-01,2642.4706140350872,2467.147146452244,2482.6531532548474,2629,2509.5985437595664,2669.425787642692,2617.409691671752,2725.3903657133005,2638.247975982541
1954-12-01,2403.944298245613,2227.638623324945,2237.36258701042,2435,2264.450886475259,2410.550259902487,2406.714500256828,2468.03760941908,2419.0397735099414
1955-01-01,2227.157894736841,2050.3611135941374,2082.340037070269,2227,2020.901283072097,2251.7332497378843,2329.934162620477,2317.5283871793417,2384.7066654321407
1955-02-01,2209.526315789473,2032.729540611831,2058.894110024121,1944,2125.119335749353,2275.531300797448,2333.49403901878,2340.9693424101124,2280.7609346313748
1955-03-01,2346.210526315788,2169.41375496833,2189.763972451656,2125,2148.532777955485,2142.554133501158,2315.9242316487466,2142.592934682514,1920.7045226493192
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931823,2260,2284.110207699749,2132.0278234124225,2433.3009864959427,2276.4975961192904,2131.3817480372963
1955-05-01,2517.157894736841,2340.361128598713,2349.08264467515,2299,2416.275318038397,2490.721202993616,2495.5662249826346,2357.0249417504992,2367.072366267861
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868955,2323,2376.4281017753488,2562.3265441951057,2489.280086712785,2347.4866481199406,2126.1053455940746
1955-07-01,3061.842105263157,2885.0453374978147,2882.1381590039045,2659,3037.615881254116,3098.943063622497,3110.9317016651166,2907.7742384582943,2897.8383659660713
1955-08-01,4166.631578947367,3989.8348029635135,3981.113284589334,3761,3820.563589285186,3425.8820832364263,3838.0567192499298,4038.965598575899,4201.126857440494
1955-09-01,3416.842105263157,3240.045332974037,3225.5094628063434,2779,3360.9171066136805,3301.0110780841965,3662.3643359255448,2743.660015664742,2319.006149540981
1955-10-01,2947.789473684209,2770.992702070887,2750.642483128615,2761,2664.3475428408933,2831.805084679833,3010.138836729268,2463.585475053731,2504.066223863534
1955-11-01,2768.263157894736,2591.4663838768097,2565.301819240361,2446,2592.423076247407,2739.312116632592,2810.4035509360124,2441.98325304631,2502.5168669468394
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352107,2278,2348.2255269029783,2425.781412787385,2511.828518927322,2272.578167906351,2211.4674019857957
1956-01-01,2352.95043859649,2176.6447595988075,2166.9208097020096,1879,2105.658142427661,2193.6768020855093,2280.0399452592205,2063.447005838523,2027.2643983615962
1956-02-01,2335.318859649122,2159.9953909065543,2144.4893888798,1881,2210.890525020728,2011.4177912040616,2024.8083840048,1821.3105596980472,1553.7857770684868
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465153,2165,2235.3504081306382,2080.9048836923566,2197.4447551124576,1944.7964647125275,2025.146232394461
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037021,2199,2372.006389766645,2135.897980127326,2404.223831950188,2142.348317926136,2265.165504155204
1956-05-01,2642.95043859649,2470.5735917635943,2437.915253805931,2308,2505.282162985005,2383.2744076837857,2413.080643194861,2292.6481602948625,2198.643085226664
1956-06-01,2797.424122807017,2626.029480802693,2587.7183038771427,2529,2466.5777205896347,2488.795603549765,2488.5244332262896,2228.112918046335,2293.3254092735024
1956-07-01,3187.634649122806,3017.222209242801,2973.290497987499,2573,3128.940384924046,2926.6574010999866,2976.3122812425177,2774.352124124238,2828.197313496232
1956-08-01,4292.424122807017,4122.993878998552,4073.473941400158,3946,3913.095088798728,3070.1446169416827,3406.8072200036067,4060.843442770123,3635.9859821580912
1956-09-01,3542.634649122806,3374.186613299129,3319.110739378279,3200,3454.6877129588,3275.1472475229507,3576.161313368269,2806.723760822857,2927.25330353965
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955448,2574,2759.3893670055586,2880.4102181553208,3163.217424095913,2876.90077444511,3150.773692761102
1956-11-01,2894.055701754385,2727.5720727820067,2661.4812411361663,2422,2688.7682292195823,2554.500739073401,2584.352714553314,2486.6485372491134,2220.9850902811995
1956-12-01,2655.5293859649114,2490.027958234812,2418.4781028106704,2446,2445.906119670632,2328.521804341972,2348.387861389081,2227.893366873413,2214.1951078477805
1957-01-01,2478.7429824561395,2314.71485708411,2265.8075846572133,2828,2204.7062859787584,2105.5765276232805,2185.179672707965,2091.8702211722702,2013.1088430786695
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265525,2879,2311.3383303432365,2311.8725409828994,2448.903042626643,2407.069535848132,2799.793246121806
1957-03-01,2597.795614035087,2437.6963156185134,2378.1293952152832,2800,2337.229986212525,2503.279701950621,2700.4151369310025,2905.136984827648,3132.1258777540716
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854378,2835,2475.3498515958763,2416.7135289956136,2694.9031247874746,2853.957148452494,2792.8030470769945
1957-05-01,2768.7429824561395,2612.5725064091066,2542.6043580865166,2585,2610.121619549548,2716.3012399641216,2732.7325820056403,2897.5513764678635,2907.7133962417593
1957-06-01,2923.216666666666,2769.010599738257,2693.9387453237787,2787,2572.945282877456,2723.633469903258,2659.6898078148383,2817.8779052974987,2770.0395253719726
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534068,3334,3236.868163923111,3047.5299352376696,3023.917481850934,3066.490056054574,2794.2682633492996
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980542,4746,4022.6151954970046,3496.553016339145,3884.902627346026,4598.273226424708,4673.783806836753
1957-09-01,3668.427192982456,3520.114345104851,3430.11900392636,3613,3565.832258344254,3607.524478080215,4106.600753538058,3770.81687168409,3965.558286897667
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845204,3463,2872.190462066157,3022.923773784382,3278.386154500386,3358.173752999255,2949.400064929272
1957-11-01,3019.8482456140346,2875.4642131678343,2775.842897421289,3274,2803.257984943293,3049.2973528708003,3029.6603856788624,3140.227955865856,3273.7428461289637
1957-12-01,2781.3219298245604,2638.902302910693,2534.5649078651345,2801,2562.116647045419,2963.041508053016,2966.921876813631,3198.6634411760806,3268.577951805244
1958-01-01,2604.5355263157885,2464.5714060500427,2383.651840414904,2488,2322.669695992591,2877.244324340441,2920.5510497589285,3015.647233898225,3147.1023577549004
1958-02-01,2586.90394736842,2449.8864459378947,2364.4123016603226,2386,2431.08673398408,2748.915807167752,2799.3892474652607,2715.9089328706305,2495.965443831541
1958-03-01,2723.588157894736,2589.517273164552,2499.585458181071,2428,2458.795494468347,2644.5052590086143,2821.5219132565235,2707.301458926191,2261.7675731257723
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556097,2678,2598.764575454642,2505.414269843788,2845.8029932995028,2657.630920441685,2422.052267139613
1958-05-01,2894.5355263157885,2766.3578725352504,2667.801435995929,2744,2735.417669999225,2830.259956129327,2838.562465056754,2613.690048175185,2389.614996762837
1958-06-01,3049.009210526315,2923.7781701544536,2821.054783605828,2772,2700.1547709060105,3017.5678311391475,3042.371757274881,2952.827128616708,2906.780124947314
1958-07-01,3439.2197368421043,3316.935307174668,3210.141879122635,3520,3366.02320051851,3506.847335060813,3565.87398639392,3085.3079625306946,3281.226799959013
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809509,3833,4153.747891647215,4029.4528315494986,4285.592189263006,4557.493740505441,4894.646201631156
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296097,3377,3698.9747250372425,3701.845591374875,3974.076873185364,3274.4537088830198,2653.614921859158
1958-10-01,3325.167105263157,3211.7225103582127,3093.3003899566183,3013,3007.37481028989,3453.940285190892,3676.3986365297583,2906.6835564745124,3183.2101462888986
1958-11-01,3145.6407894736835,3035.1428050342934,2913.038266574749,2871,2940.516325685737,3153.56483086368,3313.8361574748305,2852.617668510902,2786.8259848868493
1958-12-01,2907.1144736842098,2799.5630990672043,2673.873048994524,2592,2701.4810912945404,2787.9006122089986,2943.213558510374,2579.71740776787,2350.033588754788
1959-01-01,2730.328070175437,2626.214406496607,2525.1050554541034,2375,2464.172354736358,2529.794221580536,2630.385082549271,2609.4389480750306,2234.4089888668877
1959-02-01,2712.696491228069,2612.511650674511,2508.042892543216,2304,2574.7597182104582,2450.966955208329,2520.8115625702712,2358.949675008916,2231.428895589892
1959-03-01,2849.380701754385,2753.1246821912214,2645.4257268415386,2464,2604.670915165302,2426.957150310936,2591.7053241619537,2262.9825896095645,2310.4518836565258
1959-04-01,2957.4333333333325,2865.106133905028,2754.306189928023,2557,2746.8745436101426,2610.1020271222774,2810.6061060832176,2511.748669102958,2680.2500297711476
1959-05-01,3020.328070175437,2931.9296901420253,2818.157966013194,2739,2885.794296601236,2773.6193623015984,2865.2400590837715,2421.826462673021,2583.8061864724987
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202313,2714,2852.830166942499,3040.30862847646,3081.9004744080435,2771.0584830533,2732.6587222234575
1959-07-01,3565.0122807017533,3484.471533361547,3365.1438782322243,3102,3521.0294769774446,3321.812137654374,3503.618588241987,3294.38921096169,3419.1960176756957
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366084,3961,4311.117159516558,3474.589262433583,3758.0948880279625,4096.696249395777,3375.088129073898
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670528,3772,3858.739095304964,3544.4596772199584,3884.399011893371,3243.8098446354625,3465.0494345116604
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088124,3245,3169.5663939439564,3319.5256190494456,3622.044721303994,3226.7241118635084,3379.556128407441
1959-11-01,3271.4333333333325,3206.6078483813835,3077.7188270755737,3104,3105.1672337141144,3050.102038704921,3214.55412898546,3136.503953173662,3065.8349655739075
1959-12-01,3032.9070175438587,2972.010346704348,2841.054004677862,2869,2868.623434685196,2838.169614630173,2933.322067998998,2693.5769136677945,2788.7427198482146
1960-01-01,2856.120614035087,2799.643858423803,2694.818708253839,2513,2633.838244477258,2583.25215133352,2684.0772938156624,2496.7203729793346,2617.0899942485485
1960-02-01,2838.4890350877185,2786.92330689176,2680.321544393229,2385,2746.981265289569,2480.725082884924,2517.177722978664,2474.9297271366595,2407.362034509668
1960-03-01,2975.1732456140344,2928.5185426985217,2820.3016796757124,2756,2779.4802305705907,2490.0085828865604,2601.6257808713344,2536.353133182487,2507.228284779476
1960-04-01,3083.225877192981,3041.482198702381,2931.811745680239,2927,2924.303738329575,2631.4819125001204,2894.7603404988886,2860.1896413747427,2812.4922199108914
1960-05-01,3146.120614035087,3109.287959229431,2998.325426617336,2940,3065.875481622781,2855.297012019399,3055.517673387242,3068.0907629429967,3073.9422086982477
1960-06-01,3300.594298245613,3268.6726654287395,3156.579564592261,3180,3035.595453254121,3042.0641255325927,3074.59995614965,2925.468997796253,2877.3216280436545
1960-07-01,3690.804824561402,3663.794211029058,3550.732054341861,3791,3706.510975567111,3428.8734448209457,3519.485019968728,3659.8518246975273,3532.371411167922
1960-08-01,4795.594298245614,4773.49469794502,4659.6250011292905,4093,4499.346981372237,3876.2032482077975,4120.807627056549,4369.986949818151,4617.18633142305
1960-09-01,4045.804824561402,4028.616249405807,3914.100510217713,4309,4049.74935141462,3822.2938923519664,4091.585796345548,3852.532619190846,3868.5676808741828
1960-10-01,3576.752192982455,3564.4746399529195,3449.4743710808066,3532,3363.3891952955573,3715.614124659627,3946.67013322601,3658.159265917131,3745.203337351315
1960-11-01,3397.225877192982,3389.8593432091056,3274.5360574027864,3408,3301.834691295626,3284.1078598917825,3488.6807632312093,3519.8667358157945,3353.480470207097
1960-12-01,3158.699561403508,3156.2440458221217,3040.7592533941743,2839,3068.167659484585,3086.665841228468,3206.186158580578,3169.9706993263358,3134.9879624426103
1961-01-01,2981.913157894736,2984.85976183163,2897.444277293132,2792,2836.29134748249,2687.574768329397,2711.5452700484893,2723.2670553641456,2443.7058052667635
1961-02-01,2964.2815789473675,2973.121414589639,2885.899735689386,2798,2952.375357488614,2679.4286647039803,2711.5324033151883,2658.561616784177,2625.69615508919
1961-03-01,3100.965789473684,3115.698854686454,3028.864795162616,3007,2987.847422951413,2800.201586666876,2961.291515707604,3067.374063412337,3135.9360534851676
1961-04-01,3209.0184210526304,3229.644714980366,3143.392087291769,3086,3135.6761418801425,2980.6664935314298,3190.492944016008,3119.961552508721,3140.8182704120727
